key,title,doi,status,matched_file,abstract_preview
Q64DQJKQ,Digital Predistortion for Wideband Wireless Power Amplifiers Using Real-value Neural Network with Attention Mechanism,10.1109/PIERS-Fall48861.2019.9021452,updated,PIERS2019_Digital_Predistortion_for_Wideband_Wireless.md,Artificial neural networks (ANNs) have been widely used in predistorter design due to their excellen...
HXF9Q2PD,A Low-cost Method for Identifying Pre-distortion Coefficients of RF Power Amplifiers Based on AE-GILC,10.1109/PIERS62282.2024.10618745,updated,PIERS2024_Low_cost_Method_for_Identifying_Pre_distortion.md,"RF power amplifiers (PAs) are an important part of modern communication systems, but they need to be..."
EHQ945RW,LSTM-Deep Neural Networks based Predistortion Linearizer for High Power Amplifiers,10.1109/NCC.2019.8732178,updated,NCC2019_LSTM_Deep_Neural_Networks_based_Predistortion.md,"Linear high power amplifiers (HPAs) are the need of current communications technology. But, almost a..."
JQWZ3576,On-line predistortion algorithm for nonlinear power amplifiers with memory effects based on real-valued time-delay neural network,10.1109/NRSC.2018.8354388,updated,NRSC2018_On_line_predistortion_algorithm_for_nonlinear.md,This paper introduced a modified online digital predistorter (DPD) based on the real-valued time-del...
M6C4JSDG,A Method to Select Optimal Deep Neural Network Model for Power Amplifiers,10.1109/LMWC.2020.3038821,updated,MWCL2021_Method_to_Select_Optimal_Deep.md,The power amplifier (PA) behavior models based on deep neural networks (DNNs) have been widely used....
BFDF5GGW,A Residual-Fitting Modeling Method for Digital Predistortion of Broadband Power Amplifiers,10.1109/LMWC.2022.3162759,updated,MWCL2022_Residual_Fitting_Modeling_Method_for_Digital.md,This letter proposes a residual-fitting modeling method for digital predistortion (DPD) of broadband...
7KU9BMKN,Self-Sensing Digital Predistortion of RF Power Amplifiers for 6G Intelligent Radio,10.1109/LMWC.2021.3139018,updated,MWCL2022_Self_Sensing_Digital_Predistortion_of_RF.md,The future intelligent communication systems will dynamically adjust the transmitted signal accordin...
J5CRS44Q,A Neural Network-Based Pre-Distorter for Linearization of RF Power Amplifiers,10.1109/MMS59938.2023.10421055,updated,MMS2023_Neural_Network_Based_Pre_Distorter_for.md,A novel approach to the nonlinear modeling of power amplifiers and digital pre-distortion is present...
9NB4DSSF,Automatic Methodology for Wideband Power Amplifier Design,10.1109/LMWC.2021.3083101,updated,MWCL2021_Automatic_Methodology_for_Wideband_Power.md,This letter presents an automatic power amplifier (PA) design methodology that uses a multidimension...
F43U6UG5,A Time-Domain Multi-Tone Distortion Model for Effective Design of High Power Amplifiers,10.1109/ACCESS.2022.3153355,updated,IEEENone_Time_Domain_Multi_Tone_Distortion_Model_for.md,This paper proposes a new time-domain multi-tone distortion (TD-MTD) model suitable for accurately p...
QRCGT49U,Accurate and low complexity polynomial and neural network models for PA digital pre-distortion,10.1109/MMS.2016.7803788,updated,MMS2016_Accurate_and_low_complexity_polynomial.md,"In this paper, new polynomial and neural network models for power amplifier digital pre-distortion a..."
NN6NIHJS,Physics Informed Spiking Neural Networks: Application to Digital Predistortion for Power Amplifier Linearization,10.1109/ACCESS.2023.3275434,updated,IEEENone_Physics_Informed_Spiking_Neural_Networks.md,"Recently, new emerging techniques of neuromorphic hardware render spiking neuron networks (SNN) prom..."
UQAUREF6,Realization of a Power-Efficient Transmitter Based on Integrated Artificial Neural Network,10.1109/ACCESS.2018.2880033,updated,IEEENone_Realization_of_a_Power_Efficient_Transmitter.md,"In wireless devices, a transmitter normally consumes most of power due to its power amplifier (PA), ..."
FUGFJGEE,Efficient Digital Predistortion Using Sparse Neural Network,10.1109/ACCESS.2020.3005146,updated,IEEENone_Efficient_Digital_Predistortion_Using_Sparse.md,"This paper proposes an efficient neural-network-based digital predistortion (DPD), named as envelope..."
ERBS2WIZ,Hardware-Efficient Neural Network Digital Predistortion for Terahertz Power Amplifiers Using DeepShift and Pruning,10.1109/ACCESS.2025.3585066,updated,IEEENone_Hardware_Efficient_Neural_Network_Digital.md,"With the increasing demand for high data rates in wireless communication systems, broadband signals ..."
G35WEDFS,Multi-Gate Mixture-of-Experts for Predistortion of Power Amplifiers in Satellite Multi-Antenna System,10.1109/TVT.2025.3592389,updated,IEEE2026_Multi_Gate_Mixture_of_Experts_for_Predistortion_of.md,"To meet the high data rate and large capacity demands of communications, multi-antenna technology is..."
ZFAC4N3Z,Dynamic Convolutional Neural Network for Digital Predistortion in Multistate PA Modeling,10.1109/LMWT.2026.3660850,updated,IEEENone_Dynamic_Convolutional_Neural_Network_for.md,This letter presents a dynamic convolutional neural network (DYCNN) digital predistortion (DPD) mode...
MCUSSTR8,Sparse Memory Taps-Injected Neural Network for Digital Predistortion of RF Power Amplifiers,10.1109/LMWT.2025.3589798,updated,IEEE2025_Sparse_Memory_Taps_Injected_Neural_Network.md,Neural network (NN) has been widely applied in radio frequency power amplifier (RFPA) digital predis...
QDUS4KKU,An Integrated Scheme of Enhanced Echo State Network of Harmonic Cancellation Digital Predistortion for Short-Wave Power Amplifiers,10.1109/LMWT.2025.3606516,updated,IEEE2026_Integrated_Scheme_of_Enhanced_Echo.md,"In short-wave communication systems, the nonlinear characteristics and memory effects of high-freque..."
BNSV8AID,A Kronecker Product-Based Module for Digital Predistortion Neural Network for the Wide Bandwidth Power Amplifier,10.1109/LMWT.2025.3613530,updated,IEEE2026_Kronecker_Product_Based_Module_for_Digital.md,The strong data fitting ability of neural networks (NNs) makes them widely used in research on digit...
QB8DRV8M,A Novel Analytical Approach for PA Design with Behavior Model and Convolutional Neural Network,10.1109/NEMO62710.2025.11215364,updated,IEEE2025_Novel_Analytical_Approach_for_PA.md,"In this paper, we propose a novel analytical approach to eliminate the reliance on simulators and ac..."
U52KTSEP,Recurrent Neural Network Modeling of Radio Frequency Amplifiers for System-Level Simulation and Design,10.1109/IMS40360.2025.11103997,updated,IEEE2025_Recurrent_Neural_Network_Modeling_of.md,We report a recurrent neural network (RNN) architecture with embedded static features for the predic...
GE64ZFBN,Enhancing Digital Predistortion Performance Under Load Mismatch Using a VSWR Generative Neural Network Simulator,10.1109/IMS40360.2025.11103950,updated,IEEE2025_Enhancing_Digital_Predistortion_Performance_Under.md,This work introduces a VSWR generative neural network (GNN) simulator designed to simulate VSWR cond...
B96EUPZZ,Neural Network based Dynamic Impedance Matching for Transmitter Efficiency Enhancement in Implantable Devices,10.1109/WMCS63512.2025.11104876,updated,IEEE2025_Neural_Network_based_Dynamic_Impedance.md,This paper presents a novel approach to improve the power-delivery efficiency of transmitters in imp...
73UB7VSI,Digital Predistortion of Quadrature Digital Power Amplifiers Using RVRTCNN: Real-Valued Residual Temporal Convolutional Neural Network,10.1109/LCOMM.2025.3584212,updated,IEEE2025_Digital_Predistortion_of_Quadrature_Digital.md,"Deep neural networks (DNNs) predistortion models of radio frequency (RF) power amplifiers (PAs), whi..."
2IVZA72A,Dual-Frequency Power Amplifiers’ Design Based on Improved Multiobjective Particle Swarm Optimization Algorithm,10.1109/LMWT.2025.3592184,updated,IEEE2025_Dual_Frequency_Power_Amplifiers_Design_Based.md,This article proposes an improved differential evolution multiobjective particle swarm optimization ...
Z4Z4MV7P,Digital Predistortion for Digital Power Amplifiers Using an Enhance Fully Connected Neural Network,10.1109/UCMMT67044.2025.11286770,updated,IEEE2025_Digital_Predistortion_for_Digital_Power.md,"In this paper, we propose an effective digital predistortion (DPD) technique using an enhanced fully..."
4ET5WEV3,Digital Predistortion for Wide Dynamic Power Range Quadrature Switched-Capacitor Power Amplifiers Using Self-Adaptive Residual LSTM Neural Network,10.1109/TVLSI.2025.3611800,updated,IEEE2025_Digital_Predistortion_for_Wide_Dynamic.md,"In modern intelligent wireless communication systems, the transmission configurations of radio frequ..."
37EK6Z4D,Recursive Neural Network With Phase-Normalization for Modeling and Linearization of RF Power Amplifiers,10.1109/LMWT.2024.3393859,updated,IEEE2024_Recursive_Neural_Network_With_Phase_Normalization.md,This letter presents a novel phase-normalized recurrent neural network (PN-RNN) to linearize radio f...
DP3A66A5,AI-Driven Pixelated Matching Network Design with Automated Impedance Clustering Constraints for Power Amplifiers,10.1109/IWS65943.2025.11177942,updated,IEEE2025_AI_Driven_Pixelated_Matching_Network_Design.md,This paper presented a fully automated inverse design method for power amplifiers (PAs) based on spe...
U5R4QJ4K,Optimizing Direct Learning Neural Network Digital Predistortion Through the Lottery Ticket Hypothesis Agent,10.1109/IMS40175.2024.10600240,updated,IEEE2024_Optimizing_Direct_Learning_Neural_Network.md,This work presents a neural network digital pre distortion optimizer combined with memory backpropag...
KUN7IE9I,An Overview of PSO Method for PA Optimization,10.1109/APMC60911.2024.10867532,updated,IEEE2024_Overview_of_PSO_Method_for.md,The purpose of this paper is to review the application of particle swarm optimization (PSO) methods ...
PME3FWM7,OpenDPD: An Open-Source End-to-End Learning & Benchmarking Framework for Wideband Power Amplifier Modeling and Digital Pre-Distortion,10.1109/ISCAS58744.2024.10558162,updated,IEEE2024_OpenDPD_An_Open_Source_End_to_End_Learning.md,"With the rise in communication capacity, deep neural networks (DNN) for digital pre-distortion (DPD)..."
DSF77BEZ,NARX Neural Network Bandwidth Generalization Capability in Power Amplifier Modeling,10.1109/NewCAS58973.2024.10666110,updated,IEEE2024_NARX_Neural_Network_Bandwidth_Generalization.md,Nonlinear AutoRegressive with eXogenous input Neural Network (NARXNN) can exhibit strong generalizat...
PKNT42A5,A Novel Design Method for Power Amplifier Matching Network Based on Simplified Real Frequency Technique,10.1109/APMC60911.2024.10867799,updated,IEEE2024_Novel_Design_Method_for_Power.md,This paper briefly introduces a simplified approach for designing broadband power amplifier (PA) mat...
DCQJ42XJ,Low Complexity Convolutional Neural Network Digital Predistortion for Radio Frequency Power Amplifiers,10.1109/ICCT62411.2024.10946304,updated,IEEE2024_Low_Complexity_Convolutional_Neural_Network.md,"The predistortion models for radio frequency (RF) power amplifiers (PAs), such as convolutional neur..."
TT9966UW,MP-DPD: Low-Complexity Mixed-Precision Neural Networks for Energy-Efficient Digital Predistortion of Wideband Power Amplifiers,10.1109/LMWT.2024.3386330,updated,IEEE2024_MP_DPD_Low_Complexity_Mixed_Precision_Neural.md,Digital predistortion (DPD) enhances signal quality in wideband radio frequency (RF) power amplifier...
52BR8JTZ,Graphical Microwave Matching Networks Modeling and Design Optimization for Power Amplifiers,10.1109/APMC60911.2024.10867444,updated,IEEE2024_Graphical_Microwave_Matching_Networks_Modeling.md,This paper introduces a graph neural network (GNN) approach to modeling microwave circuits for power...
WJ3GSS9V,An Integrated Scheme of FIR and Augmented Real-Valued Time-Delay Neural Network of Harmonic Cancellation Digital Predistortion Model for High-Frequency Power Amplifier,10.1109/LMWT.2024.3392811,updated,IEEE2024_Integrated_Scheme_of_FIR_and.md,Intermodulation distortion (IMD) and higher-order harmonics caused by the nonlinearity of power ampl...
I8S45AN7,Light Convolutional Neural Network for Digital Predistortion of Radio Frequency Power Amplifiers,10.1109/LCOMM.2024.3443104,updated,IEEE2024_Light_Convolutional_Neural_Network_for.md,"Predistortion models of radio frequency (RF) power amplifier (PA), such as the generalized memory po..."
Q5UVXXBH,Digital Predistortion for Fully-Connected Hybrid Beamforming Massive MIMO Transmitters Under Dynamic Directions,10.1109/TVT.2024.3444028,updated,IEEE2024_Digital_Predistortion_for_Fully_Connected_Hybrid.md,"In practical applications, the main beam direction of massive multi-input multi-output (mMIMO) trans..."
G9NPFXC5,Dual-Block Learning: A Frequency-Based Method for Accuracy Optimization in Wideband PA Linearization,10.1109/BMSB62888.2024.10608303,updated,IEEE2024_Dual_Block_Learning_A_Frequency_Based_Method.md,"In RF communication systems, using neural network to solve the nonlinear distortion of Power Amplifi..."
WBS7ZWTW,Cascaded Neural Network Module for Digital Predistortion Under Various Operating Conditions,10.1109/LMWT.2023.3335471,updated,IEEE2024_Cascaded_Neural_Network_Module_for.md,This letter presents a cascaded neural network (NN) module behind a traditional NN digital predistor...
QKF7QCFQ,Data-Driven BiLSTM Prediction Model for Dual-Band RF Power Amplifier,10.1109/MAPCON61407.2024.10922981,updated,IEEE2024_Data_Driven_BiLSTM_Prediction_Model_for.md,This article proposes a Bidirectional Long Short-Term Memory (BiLSTM) model to capture nonlinear dis...
CWQHVA2W,Time-Delay/Advance Neural Networks Based Digital Predistorters: Enabling High Efficiency and High Throughput Transmitter,10.1109/WCNC55385.2023.10119075,updated,IEEE2023_Time_DelayAdvance_Neural_Networks_Based_Digital.md,The paper presents four deep feedforward neural network (FNN) models for digital predistortion of ra...
W9XXFESX,Direct Learning Neural Network Digital Predistortion Using Backpropagation Through a Memory Power Amplifier Model,10.1109/IMS37964.2023.10187912,updated,IEEE2023_Direct_Learning_Neural_Network_Digital.md,This work presents a new direct learning for a neural network based digital predistortion linearizer...
W3XIAMWA,Power Scalable Neural Network Model for Wideband Digital Predistortion,10.1109/LMWT.2023.3322273,updated,IEEE2023_Power_Scalable_Neural_Network_Model.md,"In this letter, a power scalable neural network (PSNN) model for wideband digital predistortion (DPD..."
NM4UU4PF,Digital Predistortion of RF Power Amplifiers using DeepShift,10.1109/WCNC55385.2023.10119079,updated,IEEE2023_Digital_Predistortion_of_RF_Power.md,Digital predistortion (DPD) using neural network(NN) has attracted attention as a promising techniqu...
5C8BJII3,A Basis Function Generation Based Digital Predistortion Fully Connected Neural Network Model of RF Power Amplifier,10.1109/VTC2023-Fall60731.2023.10333468,updated,IEEE2023_Basis_Function_Generation_Based_Digital.md,This paper proposes a fully connected neural network (FCNN) model to reduce non-linear distortion in...
EXKUK5JW,Data-Driven Model-Based Design Approach for Class EFJ Power Amplifier with Analog Predistortion Circuit,10.1109/MAPCON58678.2023.10463784,updated,IEEE2023_Data_Driven_Model_Based_Design_Approach_for.md,This study shows a data-driven model-based design method for a 2.4 GHz Class EFJ power amplifier (PA...
Q82UX5R2,X-Parameter Modeling for Microwave Power Device Based on GRNN,10.1109/MAPE53743.2022.9935173,updated,IEEE2022_X_Parameter_Modeling_for_Microwave_Power.md,The nonlinear parameter extraction for microwave power devices has the problems of low efficiency an...
96MT93P7,Augmented-LSTM and 1D-CNN-LSTM Models for Linearization of Wideband Power Amplifiers,10.1109/PIMRC56721.2023.10294019,updated,IEEE2023_Augmented_LSTM_and_1D_CNN_LSTM_Models_for.md,Long short-term memory(LSTM) neural networks and convolutional neural networks (CNNs) have been used...
W8TU4TQI,Multi-objective Efficiency and Phase Distortion Optimizations for Automated Design of Power Amplifiers Through Deep Neural Networks,10.1109/IMS19712.2021.9574937,updated,IEEE2021_Multi_objective_Efficiency_and_Phase_Distortion.md,This study provides a comprehensive multi-objective optimization process for enhancing efficiency an...
Q4DKQQU7,Residual RNN Models With Pruning for Digital Predistortion of RF Power Amplifiers,10.1109/TVT.2022.3182233,updated,IEEE2022_Residual_RNN_Models_With_Pruning.md,The paper presents several novel residual recurrent neural network (RNN) models for digital predisto...
VSUEG9AM,Cloud-based Machine Learning Techniques Implemented by Microsoft Azure for Designing Power Amplifiers,10.1109/UEMCON53757.2021.9666639,updated,IEEE2021_Cloud_based_Machine_Learning_Techniques.md,Designing power amplifiers based on the demanded power and frequency is one of the challenging proce...
W2WQCNGK,An Efficient Deep Neural Network Structure for RF Power Amplifier Linearization,10.1109/GLOBECOM46510.2021.9685739,updated,IEEE2021_Efficient_Deep_Neural_Network_Structure.md,There has been a strong interest in using deep neural networks (DNNs) for modeling the power amplifi...
ZDIFJUA8,Artificially Intelligent Power Amplifier Array (AIPAA): A New Paradigm in Reconfigurable Radar Transmission,10.1109/RadarConf2147009.2021.9455195,updated,IEEE2021_Artificially_Intelligent_Power_Amplifier_Array.md,The increasing re-allocation of traditional radar bands for spectrum sharing requires future radar s...
JQ7AHIAE,Low-Feedback Sampling Rate Digital Predistortion Using Deep Neural Network for Wideband Wireless Transmitters,10.1109/TCOMM.2020.2966718,updated,IEEE2020_Low_Feedback_Sampling_Rate_Digital_Predistortion.md,"In this paper, a low-feedback-sampling-rate digital predistortion (DPD) method is proposed for wideb..."
MCFITHH3,Partial Load-Pull Extrapolation Using Deep Image Completion,10.1109/WMCS49442.2020.9172302,updated,IEEE2020_Partial_Load_Pull_Extrapolation_Using_Deep.md,"Many search and optimization techniques are influenced by the choice of initial starting location, i..."
KF3VFJR4,A Deep Learning Approach for Volterra Kernel Extraction for Time Domain Simulation of Weakly Nonlinear Circuits,10.1109/ECTC.2019.00291,updated,IEEE2019_Deep_Learning_Approach_for_Volterra.md,Volterra kernels are well known to be the multidimensional extension of the impulse response of a li...
HSICR6BH,A Power Amplifier Linearization Method for TETRA Based on ANN Digital Predistorter,10.1109/ICEIEC.2019.8784459,updated,IEEE2019_Power_Amplifier_Linearization_Method_for.md,Baseband digital predistorters (DPDs) are used in wireless communication systems to linearize RF hig...
K2MP5DR8,Identification of Non-Linear RF Systems using Backpropagation,10.1109/ICCWorkshops49005.2020.9145367,updated,IEEE2020_Identification_of_Non_Linear_RF_Systems.md,"In this work, we use deep unfolding to view cascaded non-linear RF systems as model-based neural net..."
KMS7EETS,Bidirectional Temporal Convolutional Neural Network Model for Digital Predistortion of RF Power Amplifier,10.1109/ICMMT65948.2025.11187522,updated,ICMMT2025_Bidirectional_Temporal_Convolutional_Neural.md,This paper proposes a bidirectional temporal convolutional network (BiTCN)-based digital predistorti...
UAEU2CRW,Lightweight Complex-Valued Delay RBFNN for Predistortion of Wideband Power Amplifiers,10.1109/ICWOC65853.2025.11151110,updated,ICWOC2025_Lightweight_Complex_Valued_Delay_RBFNN_for.md,Convolutional Neural Networks (CNNs) have become the mainstream models for linearizing Power Amplifi...
QV4PCNAW,Simplified Vector Decomposition Time-Delay Neural Network Model for RF Power Amplifier Modeling and Digital Predistortion,10.1109/ICMMT52847.2021.9617973,updated,ICMMT2021_Simplified_Vector_Decomposition_Time_Delay_Neural.md,"In this paper, a novel simplified vector decomposed time-dealy neural network (SVDTDNN) model is pro..."
AK7JBAG6,Neural Network Based DPD for Fully-Connected Hybrid Beamforming mMIMO Transmitters,10.1109/ICMMT58241.2023.10276815,updated,ICMMT2023_Neural_Network_Based_DPD_for.md,"In this paper, a neural-network (NN) based digital predistortion (DPD) model is proposed for the ful..."
JQREGAEF,Envelope Added Time-Delay Neural Network-based Digital Predistortion of Wideband Envelope Tracking Power Amplifiers,10.1109/ICMMT52847.2021.9618372,updated,ICMMT2021_Envelope_Added_Time_Delay_Neural_Network_based.md,"In this paper, an envelope added time-delay neural network（EATDNN）is proposed to address the nonline..."
WHB5AVQD,Optimization Design of RF Power Amplifier Based on ANN,10.1109/ICMMT52847.2021.9617982,updated,ICMMT2021_Optimization_Design_of_RF_Power.md,"In order to achieve deep-optimized design for a class-F power amplifier, ANN technology is combined ..."
NX3GECE6,An Adaptive Method for Linearizing Wideband Power Amplifiers with Band-Limited Feedback Path,10.1109/ICCET58756.2023.00021,updated,ICCET2023_Adaptive_Method_for_Linearizing_Wideband.md,This paper proposes a Simultaneous Perturbation Stochastic Approximation (SPSA) algorithm based on d...
V9S3MBWP,Measurement-Driven Automated Design of High-Efficiency Power Amplifiers,10.1109/ICICM63644.2024.10814353,updated,ICICM2024_Measurement_Driven_Automated_Design_of.md,"In modern power amplifier (PA) design, model-based approaches combining EDA tools are commonly emplo..."
RCNQU5R9,A PSO-Based Maximum Efficiency Optimization for Wireless Power Transfer Systems with Class-E Power Amplifier,10.1109/ICACI58115.2023.10146180,updated,ICACI2023_PSO_Based_Maximum_Efficiency_Optimization_for.md,Maximum power transfer efficiency is the most important technical problem of the wireless power syst...
NFTV6AEE,CNN Augmented Vector Decomposed Time-Delay Neural Network for Digital Predistortion,10.1109/ICAIBD64986.2025.11081871,updated,ICAIBD2025_CNN_Augmented_Vector_Decomposed_Time_Delay.md,Artificial neural networks (ANNs) have been utilized extensively in the field of radio frequency (RF...
SXTRBRMN,Residual Neural Networks for Digital Predistortion,10.1109/GLOBECOM42002.2020.9322327,updated,GLOBECOM2020_Residual_Neural_Networks_for_Digital.md,Tracking the nonlinear behavior of an RF power amplifier (PA) is challenging. To tackle this problem...
QS7RAJ2R,Envelope and Frequency-Added Neural Network Digital Predistortion of Envelope Tracking PAs for Flexible Spectrum Scenarios,10.1109/IAECST64597.2024.11117765,updated,IAECST2024_Envelope_and_Frequency_Added_Neural_Network.md,The intelligent communication system dynamically adjusts the configuration of transmitter according ...
PJNZ4RC9,Deep Neural Network Based Digital Predistorter of Power Amplifiers,10.23919/ELECO54474.2021.9677871,updated,ELECO2021_Deep_Neural_Network_Based_Digital.md,"We show how to address nonlinearities in power amplifiers (PAs), which limit the power efficiency of..."
HQ668HW8,Iterative Learning Control For Pre-Distortion Design in Wideband Direct-Conversion Transmitters,10.1109/GLOBECOM42002.2020.9322378,updated,GLOBECOM2020_Iterative_Learning_Control_For_Pre_Distortion.md,A practical power amplifier (PA) has nonlinear characteristics that distort the output signal and he...
R5QUQHRJ,Linearization of Quadrature Digital Power Amplifiers by Neural Network of ULR_LSTM: Unsupervised Learning Residual LSTM,10.23919/DATE64628.2025.10993212,updated,DATE2025_Linearization_of_Quadrature_Digital_Power.md,"For the first time, this paper presents an unsupervised learning residual long short-term memory (UL..."
72I9XHJN,Decoupling Dynamic Memory and Instantaneous Non-Linearity: A Hybrid Recurrent Architecture for Power Amplifier Modeling,10.1109/DMCIS65888.2025.11138058,updated,DMCIS2025_Decoupling_Dynamic_Memory_and_Instantaneous.md,The performance of next-generation wireless communication systems is critically limited by non-linea...
UFT5NKAP,Dual-band Transmitter Linearization using Spiking Neural Networks,10.23919/APMC55665.2022.9999916,updated,APMC2022_Dual_band_Transmitter_Linearization_using_Spiking.md,"In this paper, a novel way for dual-band power amplifiers (PA) linearization is proposed based on sp..."
KUUTDEZJ,Modeling Broad-band Power Amplifier Using Hybrid Tinte-Delay Neural Network,10.1109/CSQRWC.2018.8455389,updated,CSQRWC2018_Modeling_Broad_band_Power_Amplifier_Using.md,A new hybrid time-delay neural network (TDNN) is proposed in this paper for modeling Broad-band powe...
A79TFA7J,Solving Inverse Problems with Deep Learning,10.23919/ACES66556.2025.11052472,updated,ACES2025_Solving_Inverse_Problems_with_Deep.md,"Many electromagnetic design problems can be cast as an inverse problem. That is, one may specify a d..."
625QWXEH,Application of Neural Networks to Reduce Distortion of RF Signals in Switch Mode Power Amplifiers,10.1109/EExPolytech50912.2020.9243973,not_found,,
6KTBGH4N,Digital Pre-Distortion Modeling and Optimization Method Based on Sparse Residual GRU Neural Network,10.1109/Ucom67224.2025.11337151,updated,20252025_Digital_Pre_Distortion_Modeling_and_Optimization.md,Aiming at the problem of out-of-band leakage and signal distortion caused by power amplifier (PA) no...
8SXEBX85,Machine Learning Algorithms Based on Variations of the Least Squares Method for Power Amplifier Distortion Compensation,10.1109/IEEECONF64229.2025.10947698,updated,20252025_Machine_Learning_Algorithms_Based_on.md,Variants of indirect learning based on the Least Squares Method (LSM) and the Recursive Least Square...
XBNU9RTS,Reduction of Higher Harmonics in the Signal Spectrum in Switched Mode Amplifiers Using Predistortions Generated by a Neural Network,10.1109/EExPolytech53083.2021.9614857,updated,20212021_Reduction_of_Higher_Harmonics_in.md,"In recent years, there has been a tendency to reduce heat dissipation from various kinds of technica..."
SX6TRTZI,Study of Spiking Neural Network-Based Regressor on Applications in Digital Predistortion for Power Amplifiers,10.1109/CommNet60167.2023.10365305,updated,20232023_Study_of_Spiking_Neural_Network_Based.md,Digital predistortion (DPD) technology linearizes power amplifiers (PAs) so that they can operate in...
ZMH3BXBE,Neural Network DPD via Backpropagation through a Neural Network Model of the PA,10.1109/IEEECONF44664.2019.9048910,updated,20192019_Neural_Network_DPD_via_Backpropagation.md,"We demonstrate digital predistortion (DPD) using a novel, neural-network (NN) method to combat the n..."
P7PR63S2,"Applications of Deep Learning Algorithms for RFEH, WPT and SWIPT Systems: A Review",10.23919/URSIGASS57860.2023.10265420,updated,URSI2023_Applications_of_Deep_Learning_Algorithms.md,Deep learning (DL) has gained vast popularity in the research community in the recent years. The imp...
6W9XPQ65,An Algorithm for Converting PCB Via Structure to a Voxelized Mesh for Artificial Intelligence Models,10.23919/USNC-URSINRSM66067.2025.10906911,updated,URSI2025_Algorithm_for_Converting_PCB_Via.md,Hardware design for radio frequency devices often demands the use of full-wave electromagnetic (EM) ...
BZEMC9ZS,Data-Driven Optimization Strategies for Tunable RF Systems,10.1109/TMTT.2023.3313869,updated,TMTT2024_Data_Driven_Optimization_Strategies_for_Tunable.md,The analysis and application of three different optimization algorithms are presented for tunable RF...
DTEDIV3P,A Novel Transfer Learning Approach for Efficient RF Device Behavior Model Extraction,10.1109/TMTT.2024.3522142,updated,TMTT2025_Novel_Transfer_Learning_Approach_for.md,"In this work, a novel approach that combines artificial neural networks (ANNs) and polynomial modeli..."
HKIPB92U,Artificial Neural Network-Based Modeling for Estimating the Effects of Various Random Fluctuations on DC/Analog/RF Characteristics of GAA Si Nanosheet FETs,10.1109/TMTT.2022.3198659,updated,TMTT2022_Artificial_Neural_Network_Based_Modeling_for.md,"Advanced field-effect transistors (FETs), such as gate-all-around (GAA) nanowire (NW) and nanosheet ..."
I4HC2K2P,Artificial Neural Network Model of zero-bias Schottky Diode for Energy Harvesting,10.1109/TELSIKS46999.2019.9002357,updated,TELSIKS2019_Artificial_Neural_Network_Model_of.md,"In this paper, the S-parameters of SMS 7630 zerobias Schottky diode are modeled with artificial neur..."
KFFTPG2I,Hybrid ANN- ECP Approach for Design of Capacitive RF MEMS Switches,10.1109/TELSIKS46999.2019.9002083,updated,TELSIKS2019_Hybrid_ANN__ECP_Approach_for.md,In this paper a novel approach for design of capacitive RF MEMS switches is proposed. It is based on...
ZPKG4IBW,A 512-nW 0.003-mm² Forward-Forward Closed Box Trainer for an Analog Voice Activity Detector in 28-nm CMOS,10.1109/TCSII.2024.3452112,updated,TCAS-II2024_512_nW_0003_mm²_Forward_Forward_Closed_Box.md,Analog Voice Activity Detector (VAD) is a promising candidate for a power and cost-efficient solutio...
AI58RHAV,Deep Neural Network (DNN) Optimized Design of 2.45 GHz CMOS Rectifier With 73.6% Peak Efficiency for RF Energy Harvesting,10.1109/TCSI.2020.3022280,updated,TCAS-I2020_Deep_Neural_Network_DNN_Optimized.md,This article presents a two-stage rectifier with novel DC-boosted gate bias for RF energy harvesting...
EGTXK4J3,AnGeL: Fully-Automated Analog Circuit Generator Using a Neural Network Assisted Semi-Supervised Learning Approach,10.1109/TCSI.2023.3295737,updated,TCAS-I2023_AnGeL_Fully_Automated_Analog_Circuit_Generator.md,Machine Learning (ML) has shown promising results in predicting the behavior of analog circuits. How...
55FS43Q7,A Deep Learning Based Design Method for Circuit Analogue Absorbers,10.1109/CSRSWTC60855.2023.10427428,updated,CSRSWTC2023_Deep_Learning_Based_Design_Method.md,A deep learning-based method for the inverse design of circuit analogue absorbers (CAA) is proposed....
IB4X47CZ,Fully Automated Analog Sub-Circuit Clustering with Graph Convolutional Neural Networks,10.23919/DATE48585.2020.9116513,updated,DATE2020_Fully_Automated_Analog_Sub_Circuit_Clustering.md,The design of custom analog integrated circuits is a contributing factor in high development cost an...
NCP4TR2V,Efficient Simulation of IC Packages with TEC Based on Adaptive Segmented Method and Spatially-Aware Thermal Neural Network,10.1109/ASP-DAC66049.2026.11420679,updated,ASP2026_Efficient_Simulation_of_IC_Packages.md,"In this paper, an efficient method is proposed for the simulation of integrated circuit (IC) package..."
C852KC3Q,Breakdown Voltage Prediction of SOI Lateral Power Device Using Deep Neural Network,10.1109/CSQRWC.2019.8799289,updated,CSQRWC2019_Breakdown_Voltage_Prediction_of_SOI.md,Breakdown voltage is an essential indicator for evaluating the performance of power devices. The ear...
J7ASQGD8,State Transfer Adaptive Matching Network Architecture (STA-MNA) Based on Deep Learning Used in RF Systems,10.1109/APMC65046.2025.11378688,updated,APMC2025_State_Transfer_Adaptive_Matching_Network.md,The importance of impedance matching in RF systems for ensuring signal integrity and maximizing powe...
